uuid,status,name,address,notes
05423336-4d46-3b10-ad99-57c98b0c530e,assigned,"Pandu Jail Latupono","Ki. Sadang Serang No. 595, Lubuklinggau 45154, Kaltara","Stress Test UUID Data"
492360e3-7b5a-3bb0-a7fc-b1c1de81a4e4,assigned,"Elisa Palastri","Ds. Wahidin No. 57, Bekasi 13705, Kalbar","Stress Test UUID Data"
8f43f70b-5029-3557-83f6-0aaab8c983f2,assigned,"Salwa Mandasari","Psr. B.Agam 1 No. 193, Tanjung Pinang 93715, Banten","Stress Test UUID Data"
a8fe3122-051b-3a42-901a-a04993ff16ae,assigned,"Kania Farida","Ds. Cikutra Timur No. 657, Probolinggo 79371, Pabar","Stress Test UUID Data"
cbcdc746-49e1-322a-b0ec-ddcfb12986bf,assigned,"Qori Agustina","Ki. Ters. Buah Batu No. 804, Administrasi Jakarta Selatan 67913, NTB","Stress Test UUID Data"
c98096be-c5f4-36b0-b044-b1601a837004,assigned,"Lembah Wahyudin","Ki. Abdul No. 409, Metro 39996, Jabar","Stress Test UUID Data"
16565c62-82cc-3266-9944-f82a3d9ac49a,assigned,"Dina Jelita Laksmiwati S.I.Kom","Ki. Monginsidi No. 702, Lubuklinggau 22507, Lampung","Stress Test UUID Data"
786f6512-515e-3568-9e3d-d157e52e4698,assigned,"Nadia Janet Winarsih","Ki. Industri No. 173, Administrasi Jakarta Timur 81154, Aceh","Stress Test UUID Data"
02f9fbc1-3810-3d68-bad7-243f1feceb09,assigned,"Mustofa Hardiansyah S.Ked","Gg. Raya Ujungberung No. 409, Tarakan 60950, DKI","Stress Test UUID Data"
eb49bf62-12cb-3630-8f21-0b01377270cc,assigned,"Salimah Oktaviani","Dk. Dahlia No. 274, Banjar 13533, Babel","Stress Test UUID Data"
77d0376a-db90-316b-931a-b954578a0174,assigned,"Dina Uyainah S.Gz","Gg. Bayan No. 468, Pekanbaru 95599, Sulbar","Stress Test UUID Data"
bf5738c6-d938-3e16-9a1e-bfc36ca2f415,assigned,"Dinda Kusmawati","Kpg. Adisucipto No. 698, Mojokerto 44747, Riau","Stress Test UUID Data"
481fd0ce-2a6b-3d2f-b877-ac584c0a9e71,assigned,"Wirda Rahimah","Dk. Teuku Umar No. 35, Yogyakarta 72753, Sulsel","Stress Test UUID Data"
0fab19dd-1479-32d2-b5e8-51157a25a481,assigned,"Lidya Winarsih","Jln. Astana Anyar No. 199, Tangerang 49335, Kalbar","Stress Test UUID Data"
63f24da7-ef8a-3fde-9f04-98599dbb732e,assigned,"Zelaya Hastuti","Jln. PHH. Mustofa No. 582, Pangkal Pinang 42978, Lampung","Stress Test UUID Data"
1ea4b069-0b54-368c-9636-e6fd4aa7f781,assigned,"Vanesa Lestari","Kpg. Baan No. 64, Magelang 62104, Babel","Stress Test UUID Data"
b5f825d9-2173-32cb-9ced-2688c69a12ce,assigned,"Candra Pangeran Nababan M.Kom.","Ds. Wahid Hasyim No. 994, Tanjungbalai 29188, Jambi","Stress Test UUID Data"
6a494c5a-ba13-3d30-8c0f-2d23a3b90e66,assigned,"Caket Makara Mustofa","Ds. Banda No. 523, Magelang 46811, Sulut","Stress Test UUID Data"
1f71c57a-977f-31d7-889d-c569b10f3581,assigned,"Daryani Tarihoran","Gg. Padang No. 923, Banjarmasin 78322, Pabar","Stress Test UUID Data"
262602eb-c8cf-3dca-900e-9b6bd32588f0,assigned,"Lanang Luwes Rajasa","Psr. Gatot Subroto No. 894, Makassar 29120, Bali","Stress Test UUID Data"
1cf2e80b-6129-3821-97ae-0fb3ee8fd4dc,assigned,"Oliva Gilda Laksita M.Kom.","Psr. Camar No. 750, Denpasar 70788, Kepri","Stress Test UUID Data"
ac871084-9a1d-31a5-b5c1-9a8f24a5e4f5,assigned,"Maya Mandasari","Jr. Padma No. 702, Kupang 84005, Sulteng","Stress Test UUID Data"
ecb62c43-56a1-3c2a-83a3-0964776579d5,assigned,"Kanda Hutasoit","Ds. Bara Tambar No. 965, Padang 65829, Bali","Stress Test UUID Data"
54b95e63-6835-3043-9eaa-7a3d0cc94548,assigned,"Mila Yani Nasyiah","Gg. Sutarjo No. 820, Kotamobagu 51907, NTT","Stress Test UUID Data"
3289daf9-acfc-3f4c-880c-56887deee661,assigned,"Agus Saptono","Ki. Kyai Gede No. 185, Samarinda 11026, Maluku","Stress Test UUID Data"
a578be55-8af6-398c-8b23-9e3bfb1aef33,assigned,"Calista Salimah Suryatmi S.Pt","Ki. Yosodipuro No. 929, Pekanbaru 58968, Papua","Stress Test UUID Data"
937ca2fc-7673-325e-ae0d-27da7df1c10a,assigned,"Yance Zelaya Widiastuti S.Pd","Ki. Bakhita No. 276, Bau-Bau 94621, Sultra","Stress Test UUID Data"
386a2bd1-0d0d-347f-b81c-366404db11ab,assigned,"Maras Situmorang S.Kom","Psr. Sudirman No. 461, Tidore Kepulauan 11104, NTB","Stress Test UUID Data"
295db47f-3b16-38a9-8dc6-218365e6c77e,assigned,"Samiah Hassanah S.T.","Kpg. W.R. Supratman No. 528, Madiun 19744, Jabar","Stress Test UUID Data"
de3a6f97-cb97-3c62-81a1-8126e728039a,assigned,"Paris Haryanti S.Farm","Psr. Ekonomi No. 197, Sawahlunto 44832, Maluku","Stress Test UUID Data"
aed08a1b-45a7-31dd-9b51-34aa2a201694,assigned,"Rizki Maulana","Dk. Baranang Siang No. 959, Salatiga 61427, Sumsel","Stress Test UUID Data"
95f61143-44ed-3a4b-aaee-6a91f578b033,assigned,"Waluyo Firgantoro M.Ak","Dk. Bambu No. 632, Madiun 93015, Maluku","Stress Test UUID Data"
9852baed-6b2c-317f-903f-f547b8bdaeaa,assigned,"Nilam Astuti","Dk. Juanda No. 889, Subulussalam 56104, Kaltara","Stress Test UUID Data"
06408c72-be05-3f55-8902-42f9141a735c,assigned,"Perkasa Wibisono","Jr. Bah Jaya No. 778, Jambi 95645, Kalbar","Stress Test UUID Data"
5eeb441f-710b-32e5-a57f-cf61f0eb00af,assigned,"Anggabaya Natsir M.Kom.","Gg. Basmol Raya No. 828, Solok 61987, Kaltim","Stress Test UUID Data"
77909f8e-a6c0-3b99-9f44-f3b65ea45464,assigned,"Cindy Talia Widiastuti S.Ked","Dk. Bambon No. 810, Batu 22901, Banten","Stress Test UUID Data"
b43b76bd-c007-3472-9143-0796f26582c0,assigned,"Iriana Wulandari","Jr. Bakit  No. 872, Cimahi 76880, Kaltim","Stress Test UUID Data"
acc31830-f947-385d-b23d-5806c5f742ce,assigned,"Ridwan Tampubolon S.Sos","Ki. Banda No. 375, Tanjungbalai 90782, NTB","Stress Test UUID Data"
40cd33bd-8559-3b25-9709-5daff08f0e7e,assigned,"Cawisadi Lega Dongoran S.E.I","Dk. Barat No. 272, Sibolga 13762, Papua","Stress Test UUID Data"
ba0ba07f-0434-309a-85de-57ca12284c23,assigned,"Tania Yulianti","Psr. Basoka No. 631, Ternate 46380, Babel","Stress Test UUID Data"
9e53bf0c-ff75-3717-86ef-d19dd4b2f482,assigned,"Hardana Suryono","Ki. Sunaryo No. 599, Samarinda 38011, Kalbar","Stress Test UUID Data"
80522d7a-465e-30de-ab90-b39e67e2773f,assigned,"Ganjaran Tarihoran S.Sos","Jr. Padang No. 458, Cilegon 74826, Kaltara","Stress Test UUID Data"
d3c6c115-2373-32da-85bd-231f02201cc2,assigned,"Jumari Megantara","Ki. Basket No. 364, Bau-Bau 71775, Jateng","Stress Test UUID Data"
bc977ff3-9d84-3ba3-8dae-57998514d2fc,assigned,"Nugraha Gunarto","Dk. Bata Putih No. 367, Tomohon 22178, Sulbar","Stress Test UUID Data"
7321fb61-38e6-31e0-87bc-a7a9f254b732,assigned,"Dimas Pangestu S.Farm","Gg. Abdul. Muis No. 611, Bitung 25094, Bali","Stress Test UUID Data"
177d5fb8-ec4b-3193-a320-9ea64d0aad5a,assigned,"Ratih Mayasari","Kpg. Tentara Pelajar No. 159, Administrasi Jakarta Utara 75809, Kalsel","Stress Test UUID Data"
5c921342-3289-391c-bc87-6c6296ee80eb,assigned,"Melinda Susanti","Ds. Ikan No. 714, Palu 49318, DIY","Stress Test UUID Data"
6b560ec6-cfa3-3285-b176-84a1b42bcaa7,assigned,"Upik Harsanto Situmorang","Ki. Aceh No. 41, Medan 22497, Jateng","Stress Test UUID Data"
48d35c6d-2299-3fbf-85af-ce1ba94f0cee,assigned,"Wani Prastuti S.E.","Dk. Gajah No. 250, Subulussalam 29223, Kalsel","Stress Test UUID Data"
1338c0a0-8fd9-339a-b691-1d4b5415795d,assigned,"Embuh Wasita S.Psi","Jln. Jakarta No. 968, Binjai 12981, Jatim","Stress Test UUID Data"
d01e25b3-f13e-3af0-8f68-3e728616a268,assigned,"Hasim Samosir","Jln. Bahagia No. 544, Jayapura 87152, Aceh","Stress Test UUID Data"
c2886f6c-523d-3bdd-b0c9-33d6031f8283,assigned,"Paulin Maryati","Gg. Bakin No. 200, Padangsidempuan 17941, DIY","Stress Test UUID Data"
74aad198-a8cd-36ee-a756-48865e3bfcd1,assigned,"Tiara Hilda Maryati S.E.","Dk. Salam No. 354, Pekanbaru 21476, Banten","Stress Test UUID Data"
0045cf76-769d-3c0b-b357-27c874045543,assigned,"Najwa Queen Wastuti","Kpg. Otista No. 449, Administrasi Jakarta Barat 32129, Sultra","Stress Test UUID Data"
04da2284-5589-36fe-8dfc-3d6dfb6230fa,assigned,"Mutia Paris Wahyuni S.Farm","Ki. Cikutra Timur No. 668, Semarang 90270, DIY","Stress Test UUID Data"
5ee672df-26e9-3875-927b-d9a5a7d77be2,assigned,"Gaiman Among Mustofa S.Kom","Gg. Ki Hajar Dewantara No. 790, Semarang 58098, Lampung","Stress Test UUID Data"
e1e90d73-ac27-321a-a877-d78d7e5f4349,assigned,"Umay Mustofa","Jln. Otto No. 547, Prabumulih 64460, Sulteng","Stress Test UUID Data"
926a7c00-fc4d-3d76-9c31-c2c252df1cc8,assigned,"Tami Oktaviani S.Gz","Ds. Bara Tambar No. 264, Banda Aceh 21142, Jateng","Stress Test UUID Data"
2f60a2dd-bf4e-30e2-b646-c09d17cdc3be,assigned,"Eka Bambang Ramadan","Psr. Hasanuddin No. 940, Pangkal Pinang 95620, Jateng","Stress Test UUID Data"
6ff824b8-09fa-326b-8d73-1e339a1ad042,assigned,"Elisa Dian Pertiwi S.I.Kom","Kpg. Tambun No. 514, Jambi 95623, Jatim","Stress Test UUID Data"
c8639208-63c5-3a44-9671-124a75bf2f28,assigned,"Makara Setiawan S.E.","Ki. Radio No. 726, Padang 37516, Jabar","Stress Test UUID Data"
a1dbfcd1-15c5-3015-b11e-5722eced08bd,assigned,"Jessica Ulva Nasyiah S.Psi","Ds. Abdul Rahmat No. 305, Kotamobagu 39942, Sulut","Stress Test UUID Data"
9f23cff9-9187-3140-a9a7-d7cd2f9a8d0d,assigned,"Emin Atmaja Hutagalung","Dk. Panjaitan No. 657, Tangerang 78485, Sulbar","Stress Test UUID Data"
766a4fff-7d90-38ed-a470-31875541f806,assigned,"Gamblang Ramadan","Psr. Bagas Pati No. 373, Tual 51834, Riau","Stress Test UUID Data"
d1ab3ec8-9b61-339c-bddd-10b6d9147694,assigned,"Omar Megantara","Jr. Raya Ujungberung No. 600, Tangerang Selatan 56782, Bali","Stress Test UUID Data"
f2922caa-d5bf-3fa7-9458-f1cd70f43ed3,assigned,"Yuni Wastuti","Jln. Tambun No. 377, Tanjungbalai 61276, Riau","Stress Test UUID Data"
efd1a288-6d6f-3053-8173-a344c7267c47,assigned,"Wardaya Wasita M.M.","Psr. Banal No. 843, Tidore Kepulauan 82262, Aceh","Stress Test UUID Data"
f0b9a084-1cba-3cec-8e7d-63a36d4d75f0,assigned,"Daru Nainggolan","Ds. Barat No. 136, Administrasi Jakarta Selatan 86469, Kaltara","Stress Test UUID Data"
c893220b-fe47-3b4f-80ed-887de37b8f9b,assigned,"Silvia Alika Fujiati M.Ak","Kpg. Ters. Jakarta No. 982, Tangerang 83323, Kalbar","Stress Test UUID Data"
13cb78ae-ddd7-37c5-b7e4-b993b286b80e,assigned,"Gina Nadine Wijayanti","Psr. Bambon No. 641, Bontang 59717, NTT","Stress Test UUID Data"
19bf8f04-3e9c-3ccb-867b-b1151f8269e3,assigned,"Genta Fujiati","Psr. Yogyakarta No. 267, Samarinda 98658, Sumbar","Stress Test UUID Data"
6e529464-3ff4-3a8a-b999-4e8432424a5b,assigned,"Satya Permadi","Jln. Sugiyopranoto No. 311, Pematangsiantar 60425, Sulut","Stress Test UUID Data"
675c6bfe-b257-3b54-9395-e1195f6a4b37,assigned,"Jais Wasita","Jr. Ekonomi No. 512, Administrasi Jakarta Selatan 20265, Kalbar","Stress Test UUID Data"
b3bbcc3c-0282-3de8-85e7-2ecd57a1141a,assigned,"Prakosa Pradana","Kpg. Sutami No. 998, Solok 22939, Sulsel","Stress Test UUID Data"
58bb3e6f-dcaa-3dcb-8634-bb64ba7a483d,assigned,"Reksa Marbun","Psr. S. Parman No. 639, Malang 19240, Malut","Stress Test UUID Data"
8ce0957c-858c-3bc1-a982-9f5da3307fd6,assigned,"Hasna Siska Nasyidah","Dk. Peta No. 465, Tangerang Selatan 81336, Sumsel","Stress Test UUID Data"
bd3e0d25-d2fa-3bc0-83c6-ead4b73e02c3,assigned,"Gangsar Manullang","Jr. Jend. A. Yani No. 270, Cirebon 54207, Banten","Stress Test UUID Data"
1d1ee0b3-14f8-33d6-bcf8-7a47847c6074,assigned,"Jessica Yuniar","Dk. Jaksa No. 415, Tegal 14595, Pabar","Stress Test UUID Data"
932d8268-8b5f-3020-9bfe-6d9fe74fb717,assigned,"Julia Zelaya Usada","Dk. Abdul Rahmat No. 822, Tangerang Selatan 50916, Aceh","Stress Test UUID Data"
529d20d0-5471-3a16-9217-3650531967f8,assigned,"Safina Zulfa Aryani","Ds. Madrasah No. 794, Padangsidempuan 45267, Jatim","Stress Test UUID Data"
6e20acba-8a64-31f9-a26e-4de849c770ce,assigned,"Hendri Prasetya","Ds. Halim No. 491, Tanjung Pinang 14522, Aceh","Stress Test UUID Data"
c56b3c9f-f51b-3bd3-8d6f-98faecf5f789,assigned,"Prayogo Jono Setiawan","Jr. Sukajadi No. 449, Subulussalam 22298, DIY","Stress Test UUID Data"
b3fee777-ba04-314c-a836-c8d2336f621e,assigned,"Soleh Salman Maulana","Psr. Pasir Koja No. 561, Samarinda 35036, Jambi","Stress Test UUID Data"
1150bd98-93c8-38c1-a494-1a012df7336b,assigned,"Murti Najam Utama S.T.","Ki. Ronggowarsito No. 168, Surakarta 46848, Kepri","Stress Test UUID Data"
10ff2cb3-a453-343f-ae96-ec9cf438c6d1,assigned,"Titi Wulandari M.M.","Kpg. Achmad Yani No. 736, Salatiga 98353, Papua","Stress Test UUID Data"
b2ae7e26-ded9-3c13-b322-955b98c1a5e3,assigned,"Lega Caraka Winarno","Gg. Bakhita No. 406, Mataram 32864, Jateng","Stress Test UUID Data"
56c3d3bd-7009-3da9-b946-5bdfda893830,assigned,"Oni Lala Zulaika M.Farm","Dk. Bara No. 107, Pekanbaru 51285, Sumut","Stress Test UUID Data"
2650a243-5eb0-3c94-9884-a641f7ecac12,assigned,"Tari Novitasari","Psr. Ikan No. 668, Dumai 27141, Kaltim","Stress Test UUID Data"
e05f152f-11b0-3304-bc8e-95017ff4d3c6,assigned,"Luwes Dabukke S.Kom","Ki. Imam Bonjol No. 24, Gunungsitoli 14834, NTB","Stress Test UUID Data"
a56b8518-3fbb-3f8a-be8c-636a4cf838f2,assigned,"Gabriella Nova Novitasari","Kpg. Basoka Raya No. 729, Mataram 95360, Kaltara","Stress Test UUID Data"
090f7b06-3c56-305a-bca6-0f774d25dc58,assigned,"Ifa Riyanti","Ds. B.Agam 1 No. 430, Pangkal Pinang 65194, Kalsel","Stress Test UUID Data"
cc0c3cf8-6d2e-3c5c-80d3-e0835e8994f0,assigned,"Ida Novitasari","Jr. Ters. Buah Batu No. 896, Madiun 14458, Sulut","Stress Test UUID Data"
4afe9b60-4640-3759-af48-b423a073a0ce,assigned,"Cakrabirawa Latupono","Kpg. Ujung No. 935, Gunungsitoli 91719, Sumbar","Stress Test UUID Data"
8bd157da-9611-3265-9650-6f924e0aba3e,assigned,"Kajen Latupono","Ds. Jamika No. 564, Padangpanjang 92154, Pabar","Stress Test UUID Data"
89237412-5d4c-3198-89db-fe0dc254ba0b,assigned,"Nova Fitriani Laksmiwati","Jr. Hayam Wuruk No. 802, Pariaman 32517, DKI","Stress Test UUID Data"
6fbf8f68-a6d7-3850-b04d-cfbd12634ba5,assigned,"Jatmiko Wacana S.Kom","Psr. Cemara No. 95, Palopo 41721, Jambi","Stress Test UUID Data"
04f43d03-88ba-39d1-8d70-e8c3eaf1420a,assigned,"Jayeng Gunawan S.Ked","Gg. Samanhudi No. 983, Bandung 99721, Sumbar","Stress Test UUID Data"
875eef52-5496-3469-a5b9-414c055c40ee,assigned,"Gara Ramadan","Psr. Basuki No. 637, Sungai Penuh 60597, Sumut","Stress Test UUID Data"
8e86326f-15a6-3a61-9249-655477b6309d,assigned,"Elon Wibowo S.T.","Jln. Sudiarto No. 164, Kotamobagu 47919, Sulsel","Stress Test UUID Data"
e8835898-eb62-3b64-bd39-f5d40024f755,assigned,"Yunita Yulianti","Ki. Basoka Raya No. 92, Pangkal Pinang 26936, Jabar","Stress Test UUID Data"
2310eaca-7cab-3ac1-9e25-66484166076c,assigned,"Fitria Ajeng Nasyidah S.T.","Jr. Surapati No. 141, Medan 23108, Jabar","Stress Test UUID Data"
27c19f8b-2a98-3ed4-89bf-051491af745f,assigned,"Salwa Jessica Rahayu S.Kom","Dk. Supono No. 214, Medan 29712, Kalbar","Stress Test UUID Data"
ab85ac5f-74cd-338f-b5b5-93df69bd487e,assigned,"Tiara Safitri","Dk. Bakin No. 367, Padangpanjang 69022, Jatim","Stress Test UUID Data"
8cb3b4d4-b53a-3bd4-a319-bf0197803bc4,assigned,"Balapati Bakti Prabowo","Ds. Taman No. 633, Magelang 49511, Sulbar","Stress Test UUID Data"
e02f3c02-66c5-3b7d-aff4-028489c8b7f0,assigned,"Shania Humaira Puspasari S.Pt","Kpg. Rajawali Barat No. 134, Pariaman 23841, Pabar","Stress Test UUID Data"
261a97fb-c005-3864-912f-20556783d26c,assigned,"Adiarja Dabukke","Ds. Bakin No. 80, Tebing Tinggi 29486, Riau","Stress Test UUID Data"
a46ee11e-375c-3571-a93f-32bf4193a972,assigned,"Umay Ihsan Sinaga S.I.Kom","Dk. Antapani Lama No. 973, Bima 23068, Gorontalo","Stress Test UUID Data"
5b18f7fd-d339-3d84-992f-5ffb320fc892,assigned,"Siska Hasanah S.Psi","Ds. Dago No. 867, Pekalongan 52358, Jateng","Stress Test UUID Data"
e2344f43-2211-3464-8ebd-9881f6c5bde5,assigned,"Laras Laras Laksmiwati S.Ked","Psr. Sukabumi No. 419, Padang 70879, Bali","Stress Test UUID Data"
6a8429b5-793c-32c3-8bd4-acfcb46b3e78,assigned,"Hasim Pangestu","Ds. Baing No. 642, Jambi 19504, Riau","Stress Test UUID Data"
b1d65d6a-7628-3209-93dc-53ed1107a9e3,assigned,"Manah Vega Mandala S.Pd","Kpg. Merdeka No. 793, Tangerang 44833, Sulut","Stress Test UUID Data"
ed2626be-8946-3367-8cd9-7b5a8985fd18,assigned,"Daryani Prabawa Nashiruddin S.IP","Ds. Baik No. 854, Subulussalam 21469, Sumut","Stress Test UUID Data"
b0d64a28-6b40-33cf-9f5e-7e2de27f0c51,assigned,"Lanang Laswi Kuswoyo S.Ked","Ds. Baja Raya No. 179, Serang 27732, Bali","Stress Test UUID Data"
6b34f870-f3df-3aaa-b59c-6b5aeb7f487b,assigned,"Eman Nababan","Psr. Jaksa No. 771, Kupang 45729, DIY","Stress Test UUID Data"
10c50f18-26b9-3d57-b70a-90606abcfd56,assigned,"Fitriani Andriani","Dk. Daan No. 166, Denpasar 98293, Lampung","Stress Test UUID Data"
2a0b4a8e-7135-33c9-bb6c-d07242e949ec,assigned,"Empluk Cengkal Kurniawan","Dk. Labu No. 30, Jambi 75731, Jateng","Stress Test UUID Data"
85e42ce2-bbb9-36dc-91a6-40514fbcf2bd,assigned,"Genta Andriani M.Ak","Dk. Kebangkitan Nasional No. 780, Binjai 50395, DKI","Stress Test UUID Data"
09f039b0-3eab-33d6-9b3d-4bbb510ec95d,assigned,"Genta Tania Lestari","Jln. Sam Ratulangi No. 830, Manado 42563, Jabar","Stress Test UUID Data"
5e8cc183-1896-30bd-af0a-7a5ebaa17e1f,assigned,"Rika Pratiwi","Dk. Sadang Serang No. 728, Pontianak 10870, Sulsel","Stress Test UUID Data"
dc3e8695-2465-3cba-9bef-355111168d85,assigned,"Vino Permadi","Jln. Ters. Pasir Koja No. 645, Subulussalam 58067, Sulsel","Stress Test UUID Data"
73613581-80fe-3b83-a229-e3eacdabb8ea,assigned,"Vanesa Handayani","Ki. Madiun No. 292, Bengkulu 53188, Malut","Stress Test UUID Data"
1577e150-c9c8-389d-9c86-135584e03d85,assigned,"Wulan Purnawati S.IP","Jln. Kalimalang No. 517, Cilegon 42756, Bali","Stress Test UUID Data"
d0e230fe-8b73-300d-bfef-ac3acb9fca72,assigned,"Sabrina Hassanah","Dk. Ters. Jakarta No. 657, Padangpanjang 90036, Sulbar","Stress Test UUID Data"
b56c93e5-68d1-3b94-b5ff-14ddbac5f1c2,assigned,"Lasmanto Darsirah Mandala","Jln. Kyai Gede No. 944, Tegal 37449, Sumut","Stress Test UUID Data"
33b990fa-93c1-3d38-a3e4-1369216fa6fc,assigned,"Ian Sihombing","Psr. Basoka Raya No. 857, Ternate 65014, Gorontalo","Stress Test UUID Data"
4c61cffd-8eae-36d4-a012-5ab2ed71d9e7,assigned,"Salwa Prastuti","Jr. Untung Suropati No. 576, Samarinda 41368, Babel","Stress Test UUID Data"
aa64c24b-4b2e-30f8-8324-5e6ccd5159b4,assigned,"Umi Rahayu","Kpg. Bass No. 412, Mataram 99199, Kepri","Stress Test UUID Data"
5c661848-7fee-332c-ae14-88fba2dd95a6,assigned,"Harsanto Najmudin S.Farm","Gg. K.H. Wahid Hasyim (Kopo) No. 675, Denpasar 37892, Sumut","Stress Test UUID Data"
b5f3f346-c206-37f7-960a-b8e88478caa8,assigned,"Pardi Pangestu","Ds. Pacuan Kuda No. 627, Sukabumi 24872, Kaltara","Stress Test UUID Data"
5df85f48-9c56-3bce-b01c-9f7d08efc14d,assigned,"Harjaya Prasasta","Gg. Camar No. 939, Tegal 19843, Jambi","Stress Test UUID Data"
0e85dd49-3de0-3aaf-b07c-92a206d005e9,assigned,"Natalia Novitasari","Ki. Juanda No. 430, Payakumbuh 63945, Maluku","Stress Test UUID Data"
e42256bb-f6eb-38f2-9149-bc42f085014b,assigned,"Ajeng Susanti S.Pt","Dk. Yosodipuro No. 628, Tarakan 58233, Babel","Stress Test UUID Data"
53f42b0b-e348-3eff-a3ec-878fdc61554d,assigned,"Kezia Kuswandari S.T.","Ki. Banda No. 601, Pangkal Pinang 32136, Sulbar","Stress Test UUID Data"
02a63624-a638-3ae7-8971-962e35becb5c,assigned,"Vanya Novitasari","Psr. Jayawijaya No. 914, Ternate 76257, Lampung","Stress Test UUID Data"
75f2e539-6182-3368-9b66-29504c9c6227,assigned,"Bagus Simanjuntak S.Ked","Dk. Madiun No. 258, Tangerang 58153, Bali","Stress Test UUID Data"
b4a28300-6ab0-3dc0-bdee-64c2681f6248,assigned,"Dagel Tampubolon S.T.","Kpg. Sukajadi No. 263, Samarinda 83155, Sultra","Stress Test UUID Data"
ccb0ca5a-26ec-38ff-8474-a39f887f5da6,assigned,"Kanda Napitupulu","Jln. Nakula No. 939, Tanjung Pinang 84327, Kalbar","Stress Test UUID Data"
16887b64-f907-3ecf-9113-b85a007992af,assigned,"Zelda Nuraini S.T.","Dk. Bahagia No. 23, Metro 27174, Sulteng","Stress Test UUID Data"
64281575-322a-3e29-a958-ece926d4868c,assigned,"Adikara Sitorus","Ds. Taman No. 33, Jayapura 69714, Gorontalo","Stress Test UUID Data"
a43e17db-76a5-3fd0-a8f3-44ecb8a207e6,assigned,"Setya Enteng Irawan","Ki. Pelajar Pejuang 45 No. 561, Serang 95503, Sumsel","Stress Test UUID Data"
c01506ca-d23c-3bab-88d4-85da29b86eda,assigned,"Bella Talia Haryanti M.TI.","Dk. Yos No. 473, Makassar 39508, Kepri","Stress Test UUID Data"
f57aa6b3-40ff-3b70-9726-cc6157d09235,assigned,"Himawan Wahyudin","Gg. Raya Setiabudhi No. 625, Solok 17477, Jambi","Stress Test UUID Data"
e18be66e-0e29-3dec-ad07-fdb8b45e4d46,assigned,"Cengkir Latif Hutagalung","Gg. Pasirkoja No. 575, Binjai 11062, Papua","Stress Test UUID Data"
9328cadc-fde3-3ecc-ae74-f30f0d623da5,assigned,"Gabriella Fathonah Nurdiyanti M.TI.","Ds. Moch. Ramdan No. 544, Batam 86689, Riau","Stress Test UUID Data"
9b5ef239-6552-3eaf-a59f-69696e840dd6,assigned,"Fitriani Kusmawati S.Psi","Psr. Raya Ujungberung No. 399, Tual 34985, Sumut","Stress Test UUID Data"
0d5e9889-d124-3f99-a861-63e50a5fd781,assigned,"Lukita Cengkal Samosir M.Pd","Psr. Sentot Alibasa No. 944, Payakumbuh 53746, Kalbar","Stress Test UUID Data"
fe3efad5-e20e-31aa-9dd7-60a464a2e929,assigned,"Okta Sitompul","Psr. Baha No. 918, Pangkal Pinang 45347, Kaltara","Stress Test UUID Data"
ea8c28be-ebbc-3415-a4d3-bbf3ae9298cb,assigned,"Danang Pranowo","Psr. Badak No. 90, Bima 75835, NTT","Stress Test UUID Data"
113a5f50-7fe7-3d44-940c-4b29930a9d6e,assigned,"Kezia Restu Wahyuni S.Psi","Kpg. Sunaryo No. 807, Pasuruan 72389, Kalteng","Stress Test UUID Data"
6ca7e00c-f414-3ef0-90dd-7ed9e1842602,assigned,"Queen Puspasari S.H.","Kpg. Basmol Raya No. 472, Kotamobagu 32271, DIY","Stress Test UUID Data"
6690c51c-3d49-33a3-9583-6c0434d5fe6a,assigned,"Tira Susanti M.Farm","Ds. Cihampelas No. 947, Sorong 49710, Sumsel","Stress Test UUID Data"
08ec2900-55a5-3e89-835f-67c02b4785e5,assigned,"Najib Anggriawan","Jr. Villa No. 200, Tegal 27155, Lampung","Stress Test UUID Data"
f4853427-c21f-3ec1-8608-4312b677008b,assigned,"Victoria Fitria Suryatmi S.H.","Kpg. Bara No. 766, Sabang 24509, Sulut","Stress Test UUID Data"
a4bb78fd-c5b9-36aa-8b3a-51855d17ee8f,assigned,"Hari Aswani Pangestu","Kpg. Katamso No. 513, Solok 88700, NTB","Stress Test UUID Data"
ccd3ce94-aaad-3f35-b421-93d479bad24e,assigned,"Irfan Sihombing","Jln. R.M. Said No. 436, Langsa 82924, Aceh","Stress Test UUID Data"
fbe0a1d8-0a0b-37af-a7c7-030a8b9ef3aa,assigned,"Gambira Lurhur Pradipta","Gg. Basudewo No. 958, Salatiga 82227, Kalteng","Stress Test UUID Data"
163b7f4b-2480-35a0-9653-12faf3b134f3,assigned,"Kayla Prastuti M.Ak","Jr. Ikan No. 391, Dumai 89687, Sumut","Stress Test UUID Data"
f7276903-9732-3774-9a96-1b6499bc83e2,assigned,"Yono Rajata","Jln. Bahagia  No. 651, Depok 60111, Jateng","Stress Test UUID Data"
bc42a8e3-e0c9-34ee-ba56-069b9b905213,assigned,"Intan Aryani","Gg. Warga No. 699, Prabumulih 58930, Kaltim","Stress Test UUID Data"
c8d5c801-f374-3424-9baa-25953d088bab,assigned,"Kamaria Puspasari","Ds. Wahid No. 280, Surabaya 15987, Gorontalo","Stress Test UUID Data"
010c8a69-0116-3ee4-bc30-ccb7991dcbea,assigned,"Hasim Tamba","Kpg. Qrisdoren No. 918, Bau-Bau 45533, NTB","Stress Test UUID Data"
