external_id,status,name,address,notes
P-05644,assigned,"Maryanto Balangga Natsir","Ds. Haji No. 63, Tual 55859, Babel","Generated Static Data"
P-05645,assigned,"Anita Laksita","Psr. Sentot Alibasa No. 453, Bandung 22506, Kalsel","Generated Static Data"
P-05646,assigned,"Gina Mandasari","Dk. Zamrud No. 964, Yogyakarta 19014, Sulut","Generated Static Data"
P-05647,assigned,"Raisa Farida","Jr. Banda No. 409, Gorontalo 87385, Bengkulu","Generated Static Data"
P-05648,assigned,"Putu Asman Salahudin S.Ked","Kpg. Wahidin Sudirohusodo No. 819, Palangka Raya 22461, Kalbar","Generated Static Data"
P-05649,assigned,"Kamidin Hidayat","Kpg. R.M. Said No. 676, Bekasi 61255, Jatim","Generated Static Data"
P-05650,assigned,"Zelaya Agustina","Ds. Tentara Pelajar No. 304, Pekanbaru 11119, Jatim","Generated Static Data"
P-05651,assigned,"Mujur Bakianto Rajata","Jr. Tentara Pelajar No. 785, Bogor 29885, Kalsel","Generated Static Data"
P-05652,assigned,"Fitriani Mulyani","Psr. Madrasah No. 560, Parepare 10811, Lampung","Generated Static Data"
P-05653,assigned,"Viktor Rafi Narpati","Psr. Panjaitan No. 923, Blitar 58714, Sumut","Generated Static Data"
P-05654,assigned,"Oman Marbun","Gg. Antapani Lama No. 894, Denpasar 27832, Sulteng","Generated Static Data"
P-05655,assigned,"Sarah Riyanti","Ki. Jend. A. Yani No. 529, Tomohon 23738, Sulbar","Generated Static Data"
P-05656,assigned,"Prayitna Marpaung","Ki. Ujung No. 314, Sukabumi 43199, NTB","Generated Static Data"
P-05657,assigned,"Anom Setiawan","Gg. Suprapto No. 678, Sukabumi 90513, NTB","Generated Static Data"
P-05658,assigned,"Prasetya Asmuni Hutasoit S.Pt","Jln. Bacang No. 760, Kupang 28657, Riau","Generated Static Data"
P-05659,assigned,"Padma Ayu Nasyidah S.T.","Dk. Raden No. 708, Prabumulih 12660, Jatim","Generated Static Data"
P-05660,assigned,"Tari Citra Mardhiyah","Kpg. Daan No. 342, Payakumbuh 51111, Kalteng","Generated Static Data"
P-05661,assigned,"Limar Salahudin","Jr. Babadak No. 238, Yogyakarta 33718, Papua","Generated Static Data"
P-05662,assigned,"Febi Purnawati","Kpg. Ters. Kiaracondong No. 467, Medan 20477, Jateng","Generated Static Data"
P-05663,assigned,"Putu Haryanto","Jr. Kali No. 732, Tegal 92507, Sulbar","Generated Static Data"
P-05664,assigned,"Anastasia Pudjiastuti S.Sos","Dk. Baja No. 598, Bandar Lampung 73555, DKI","Generated Static Data"
P-05665,assigned,"Halima Wani Utami","Kpg. Yos Sudarso No. 160, Tual 22115, Bengkulu","Generated Static Data"
P-05666,assigned,"Jessica Michelle Mayasari","Kpg. Juanda No. 987, Tanjungbalai 42785, Riau","Generated Static Data"
P-05667,assigned,"Darmana Tamba","Dk. Baja Raya No. 149, Cilegon 58921, Sulsel","Generated Static Data"
P-05668,assigned,"Nasim Lazuardi","Gg. Ters. Kiaracondong No. 879, Kediri 49026, Riau","Generated Static Data"
P-05669,assigned,"Johan Samosir","Jln. Ters. Buah Batu No. 680, Sorong 49372, Jatim","Generated Static Data"
P-05670,assigned,"Murti Pranawa Kusumo S.I.Kom","Dk. Baabur Royan No. 700, Tomohon 36134, Kaltara","Generated Static Data"
P-05671,assigned,"Karna Hardiansyah S.IP","Psr. M.T. Haryono No. 67, Padangpanjang 36207, Kaltim","Generated Static Data"
P-05672,assigned,"Kunthara Kenzie Mandala M.Pd","Dk. Bak Air No. 254, Sukabumi 33086, Sumsel","Generated Static Data"
P-05673,assigned,"Sabri Suryono M.M.","Jr. Bazuka Raya No. 169, Kendari 33679, Malut","Generated Static Data"
P-05674,assigned,"Bakiono Megantara","Dk. Adisucipto No. 677, Gunungsitoli 90429, Sulut","Generated Static Data"
P-05675,assigned,"Okta Firgantoro","Jr. Nanas No. 618, Bengkulu 45907, Kalteng","Generated Static Data"
P-05676,assigned,"Karma Xanana Setiawan S.Psi","Kpg. Cokroaminoto No. 797, Padangpanjang 57505, Sumbar","Generated Static Data"
P-05677,assigned,"Prayitna Kamal Widodo S.I.Kom","Kpg. Pattimura No. 709, Ternate 68392, NTB","Generated Static Data"
P-05678,assigned,"Enteng Dadap Nainggolan","Ds. Gatot Subroto No. 783, Pariaman 57691, Sulbar","Generated Static Data"
P-05679,assigned,"Karen Ida Aryani","Ds. Sutan Syahrir No. 822, Binjai 58045, Sumut","Generated Static Data"
P-05680,assigned,"Kiandra Lailasari","Kpg. Kartini No. 968, Pontianak 70576, DIY","Generated Static Data"
P-05681,assigned,"Prayitna Prasetya S.IP","Kpg. Jayawijaya No. 580, Binjai 51045, DKI","Generated Static Data"
P-05682,assigned,"Hafshah Dewi Rahmawati","Kpg. HOS. Cjokroaminoto (Pasirkaliki) No. 105, Manado 31852, Jambi","Generated Static Data"
P-05683,assigned,"Daniswara Marpaung","Psr. Rajawali Timur No. 982, Lubuklinggau 84915, Sulut","Generated Static Data"
P-05684,assigned,"Nurul Maryati S.I.Kom","Kpg. Asia Afrika No. 200, Parepare 96502, Bengkulu","Generated Static Data"
P-05685,assigned,"Kamila Suci Laksmiwati","Ds. Barat No. 127, Tual 80398, Papua","Generated Static Data"
P-05686,assigned,"Cindy Maida Astuti S.I.Kom","Jln. Baranang No. 296, Serang 84893, Babel","Generated Static Data"
P-05687,assigned,"Jamalia Haryanti S.Sos","Dk. Ketandan No. 738, Ambon 55710, NTB","Generated Static Data"
P-05688,assigned,"Prabu Saputra","Psr. Batako No. 287, Tangerang 12203, Malut","Generated Static Data"
P-05689,assigned,"Kani Purwanti","Gg. Madiun No. 41, Medan 68010, Kaltara","Generated Static Data"
P-05690,assigned,"Mumpuni Mustofa","Jr. Halim No. 510, Bontang 87854, Sulut","Generated Static Data"
P-05691,assigned,"Eva Pia Namaga","Psr. M.T. Haryono No. 719, Cirebon 63728, Lampung","Generated Static Data"
P-05692,assigned,"Tami Tari Wahyuni","Ds. Yosodipuro No. 747, Dumai 92343, Jateng","Generated Static Data"
P-05693,assigned,"Edi Gunarto","Gg. Setiabudhi No. 654, Langsa 29884, Gorontalo","Generated Static Data"
P-05694,assigned,"Kambali Asmianto Waskita S.Gz","Kpg. Hang No. 465, Bitung 54896, Kalbar","Generated Static Data"
P-05695,assigned,"Wadi Nainggolan","Ds. Adisumarmo No. 209, Palembang 45575, Jambi","Generated Static Data"
P-05696,assigned,"Estiawan Saragih M.Pd","Gg. Sukabumi No. 208, Bontang 12327, Sumbar","Generated Static Data"
P-05697,assigned,"Bala Haryanto","Jr. Merdeka No. 459, Kendari 68660, NTT","Generated Static Data"
P-05698,assigned,"Erik Pradana","Psr. Dipatiukur No. 189, Pekalongan 56116, Kalbar","Generated Static Data"
P-05699,assigned,"Indah Ulva Mayasari S.T.","Dk. Ronggowarsito No. 510, Cimahi 46181, Gorontalo","Generated Static Data"
P-05700,assigned,"Najib Tugiman Winarno S.IP","Ki. Banceng Pondok No. 51, Dumai 86265, Sulut","Generated Static Data"
P-05701,assigned,"Sabrina Pudjiastuti S.Pd","Jln. Bakit  No. 596, Kendari 58112, Riau","Generated Static Data"
P-05702,assigned,"Oman Prasasta S.Ked","Ki. Bara No. 971, Samarinda 17895, Sulbar","Generated Static Data"
P-05703,assigned,"Cagak Prayogo Anggriawan S.Pd","Ki. Bass No. 964, Singkawang 84945, Bengkulu","Generated Static Data"
P-05704,assigned,"Tari Widiastuti","Gg. Gajah No. 873, Lubuklinggau 11440, Sumsel","Generated Static Data"
P-05705,assigned,"Azalea Wulandari","Psr. Babadak No. 997, Dumai 40863, Jambi","Generated Static Data"
P-05706,assigned,"Diah Widiastuti","Dk. Wahidin No. 96, Singkawang 36072, Babel","Generated Static Data"
P-05707,assigned,"Vero Jayadi Saputra","Dk. Kali No. 368, Jambi 14908, Sulut","Generated Static Data"
P-05708,assigned,"Ratih Rahayu S.Ked","Jln. Bakau Griya Utama No. 989, Administrasi Jakarta Timur 29808, Papua","Generated Static Data"
P-05709,assigned,"Akarsana Natsir","Ds. Bakin No. 489, Tanjungbalai 93740, DKI","Generated Static Data"
P-05710,assigned,"Galang Hidayat S.Kom","Jln. Bhayangkara No. 102, Kupang 93401, Pabar","Generated Static Data"
P-05711,assigned,"Ajeng Elvina Widiastuti M.Pd","Ds. Veteran No. 886, Blitar 16330, Kalsel","Generated Static Data"
P-05712,assigned,"Ratna Laksita","Jr. K.H. Maskur No. 385, Kupang 41515, Jatim","Generated Static Data"
P-05713,assigned,"Gaduh Nainggolan","Ds. Arifin No. 62, Administrasi Jakarta Utara 80622, Sulteng","Generated Static Data"
P-05714,assigned,"Elisa Vanesa Hasanah","Kpg. Sutoyo No. 509, Tangerang Selatan 10274, Jabar","Generated Static Data"
P-05715,assigned,"Siska Kani Lestari S.Pd","Kpg. Juanda No. 123, Padang 42252, Jabar","Generated Static Data"
P-05716,assigned,"Cahyo Ardianto","Ki. Sutan Syahrir No. 389, Malang 44231, Bali","Generated Static Data"
P-05717,assigned,"Citra Hariyah","Ds. Ir. H. Juanda No. 431, Tangerang Selatan 90369, Jambi","Generated Static Data"
P-05718,assigned,"Cakrawala Mahendra","Kpg. Baik No. 121, Samarinda 30927, NTB","Generated Static Data"
P-05719,assigned,"Cahya Mustofa","Kpg. Muwardi No. 34, Magelang 34018, Sumsel","Generated Static Data"
P-05720,assigned,"Elma Puspa Utami","Gg. Tubagus Ismail No. 539, Jambi 85795, Kalteng","Generated Static Data"
P-05721,assigned,"Jelita Sudiati S.Ked","Jr. Yohanes No. 191, Jambi 73455, Babel","Generated Static Data"
P-05722,assigned,"Sakti Prasasta","Jr. Flores No. 678, Pontianak 95864, Kalteng","Generated Static Data"
P-05723,assigned,"Ayu Bella Astuti","Ds. Jayawijaya No. 607, Pariaman 42499, Babel","Generated Static Data"
P-05724,assigned,"Ida Halimah","Jr. Untung Suropati No. 167, Administrasi Jakarta Timur 81087, Papua","Generated Static Data"
P-05725,assigned,"Jagaraga Mahendra","Kpg. Bara Tambar No. 705, Batu 42281, Gorontalo","Generated Static Data"
P-05726,assigned,"Yuni Susanti","Jr. Urip Sumoharjo No. 329, Samarinda 45783, Babel","Generated Static Data"
P-05727,assigned,"Bakti Bancar Situmorang S.E.I","Ki. Balikpapan No. 575, Ambon 92986, Jatim","Generated Static Data"
P-05728,assigned,"Zulaikha Nasyiah S.Ked","Ki. Cemara No. 570, Denpasar 76158, Gorontalo","Generated Static Data"
P-05729,assigned,"Jagaraga Hutapea","Gg. Nanas No. 177, Batu 99479, Jambi","Generated Static Data"
P-05730,assigned,"Mulya Firgantoro S.Psi","Psr. Hayam Wuruk No. 697, Tidore Kepulauan 86383, Sumbar","Generated Static Data"
P-05731,assigned,"Bahuwirya Prakasa","Jln. Flores No. 112, Sawahlunto 46269, Kalbar","Generated Static Data"
P-05732,assigned,"Michelle Indah Hartati S.Farm","Jr. Setiabudhi No. 541, Prabumulih 66997, Aceh","Generated Static Data"
P-05733,assigned,"Artawan Halim","Jln. Baha No. 934, Banjarmasin 43387, Sumut","Generated Static Data"
P-05734,assigned,"Zelaya Puspita","Ds. Rajiman No. 590, Singkawang 31363, Bali","Generated Static Data"
P-05735,assigned,"Elisa Puspasari","Psr. Suryo Pranoto No. 857, Denpasar 70624, Sulteng","Generated Static Data"
P-05736,assigned,"Umar Karja Mahendra","Jr. M.T. Haryono No. 140, Kendari 83064, Bali","Generated Static Data"
P-05737,assigned,"Paris Laksita","Jr. Sutarjo No. 215, Lubuklinggau 81155, Lampung","Generated Static Data"
P-05738,assigned,"Kamal Dartono Pangestu M.Ak","Jr. Bak Mandi No. 128, Administrasi Jakarta Pusat 26742, Gorontalo","Generated Static Data"
P-05739,assigned,"Caturangga Taufan Wijaya","Dk. Katamso No. 415, Lubuklinggau 60838, Jateng","Generated Static Data"
P-05740,assigned,"Aurora Winarsih","Gg. Sukabumi No. 405, Tarakan 10028, NTT","Generated Static Data"
P-05741,assigned,"Harjasa Hadi Mangunsong S.Psi","Psr. Villa No. 433, Balikpapan 27485, Sulteng","Generated Static Data"
P-05742,assigned,"Hendra Hutasoit","Kpg. Basuki Rahmat  No. 927, Denpasar 68815, DIY","Generated Static Data"
P-05743,assigned,"Galih Tarihoran S.E.","Jln. Gading No. 688, Tangerang Selatan 69212, Babel","Generated Static Data"
P-05744,assigned,"Mahesa Indra Samosir","Gg. Sugiono No. 393, Banjarbaru 12009, Papua","Generated Static Data"
P-05745,assigned,"Narji Hutagalung M.Farm","Jr. Achmad Yani No. 411, Dumai 95792, Aceh","Generated Static Data"
P-05746,assigned,"Salman Irnanto Santoso M.Kom.","Jln. Basudewo No. 454, Tidore Kepulauan 52223, Kepri","Generated Static Data"
P-05747,assigned,"Betania Pratiwi","Psr. Otista No. 279, Probolinggo 39689, Kaltara","Generated Static Data"
P-05748,assigned,"Febi Purwanti","Jr. Babadak No. 42, Solok 51898, Sulsel","Generated Static Data"
P-05749,assigned,"Natalia Puspa Suartini S.Sos","Jr. Tubagus Ismail No. 721, Payakumbuh 78071, Bengkulu","Generated Static Data"
P-05750,assigned,"Michelle Palastri","Kpg. Rajawali Timur No. 749, Lhokseumawe 44028, Sumbar","Generated Static Data"
P-05751,assigned,"Malika Laksmiwati S.Pd","Jln. Jayawijaya No. 173, Surakarta 45911, DIY","Generated Static Data"
P-05752,assigned,"Putri Oktaviani","Ds. Kartini No. 815, Lubuklinggau 43494, NTT","Generated Static Data"
P-05753,assigned,"Estiawan Narpati","Ki. Bara No. 118, Probolinggo 97266, Sultra","Generated Static Data"
P-05754,assigned,"Soleh Marpaung","Gg. BKR No. 652, Pontianak 19418, Babel","Generated Static Data"
P-05755,assigned,"Umar Jindra Wibowo","Jln. Otto No. 577, Tomohon 46370, Kepri","Generated Static Data"
P-05756,assigned,"Kiandra Zizi Permata","Jln. Kebangkitan Nasional No. 476, Balikpapan 11693, Sumut","Generated Static Data"
P-05757,assigned,"Betania Ratna Yulianti S.Ked","Psr. Baing No. 232, Bitung 50100, Gorontalo","Generated Static Data"
P-05758,assigned,"Gabriella Usada","Jln. Adisucipto No. 904, Batam 40676, Jabar","Generated Static Data"
P-05759,assigned,"Warsa Mumpuni Sinaga","Kpg. Asia Afrika No. 656, Pariaman 69896, Kaltara","Generated Static Data"
P-05760,assigned,"Najwa Namaga S.Psi","Kpg. Cokroaminoto No. 970, Tarakan 74407, Riau","Generated Static Data"
P-05761,assigned,"Bagya Winarno","Jln. Dewi Sartika No. 234, Administrasi Jakarta Barat 62625, Sulteng","Generated Static Data"
P-05762,assigned,"Wira Dono Mansur","Kpg. Sugiono No. 849, Prabumulih 71772, NTT","Generated Static Data"
P-05763,assigned,"Samiah Purwanti","Kpg. Basoka No. 399, Bontang 41788, Sulteng","Generated Static Data"
P-05764,assigned,"Wisnu Prakasa","Kpg. Casablanca No. 878, Medan 83443, Sultra","Generated Static Data"
P-05765,assigned,"Nugraha Saptono","Ds. Honggowongso No. 911, Bukittinggi 20097, Banten","Generated Static Data"
P-05766,assigned,"Naradi Prabu Wijaya","Jln. Baing No. 504, Kendari 33229, Sulbar","Generated Static Data"
P-05767,assigned,"Estiono Thamrin S.I.Kom","Kpg. Gardujati No. 64, Administrasi Jakarta Selatan 13530, Sumut","Generated Static Data"
P-05768,assigned,"Ganjaran Cakrabirawa Narpati S.Sos","Jln. Juanda No. 61, Surakarta 13677, DIY","Generated Static Data"
P-05769,assigned,"Tirtayasa Haryanto","Gg. Setia Budi No. 333, Metro 82304, Kalsel","Generated Static Data"
P-05770,assigned,"Natalia Laksita","Jln. Hayam Wuruk No. 988, Pontianak 51456, DKI","Generated Static Data"
P-05771,assigned,"Umi Hariyah M.M.","Ki. Madiun No. 868, Bandung 74885, NTT","Generated Static Data"
P-05772,assigned,"Mumpuni Irawan","Jln. Babah No. 728, Tegal 40525, Lampung","Generated Static Data"
P-05773,assigned,"Maman Wira Hakim","Ds. Perintis Kemerdekaan No. 613, Administrasi Jakarta Barat 96879, Riau","Generated Static Data"
P-05774,assigned,"Tania Nasyiah M.Kom.","Ki. Ciumbuleuit No. 779, Pekanbaru 64149, Sulbar","Generated Static Data"
P-05775,assigned,"Cahyono Hutapea","Kpg. Basoka Raya No. 199, Ternate 50997, Papua","Generated Static Data"
P-05776,assigned,"Intan Rahimah","Ki. Sentot Alibasa No. 231, Singkawang 66759, Bengkulu","Generated Static Data"
P-05777,assigned,"Aisyah Hariyah","Dk. Bagis Utama No. 235, Surakarta 40886, Malut","Generated Static Data"
P-05778,assigned,"Jaga Mahmud Kusumo M.Kom.","Dk. Salak No. 433, Mojokerto 38181, Lampung","Generated Static Data"
P-05779,assigned,"Salwa Yuliarti","Jr. Yos No. 656, Banda Aceh 91027, Pabar","Generated Static Data"
P-05780,assigned,"Erik Anggabaya Latupono","Jr. Abdul. Muis No. 599, Makassar 80998, Pabar","Generated Static Data"
P-05781,assigned,"Hilda Pudjiastuti","Jln. Jend. A. Yani No. 9, Tanjung Pinang 13001, Kalbar","Generated Static Data"
P-05782,assigned,"Cahyo Hutasoit S.Pt","Ds. Kebangkitan Nasional No. 310, Administrasi Jakarta Pusat 48120, Kalbar","Generated Static Data"
P-05783,assigned,"Hasim Januar","Gg. Abdul Rahmat No. 495, Depok 49847, DIY","Generated Static Data"
P-05784,assigned,"Yosef Saputra","Psr. BKR No. 828, Prabumulih 51849, Kepri","Generated Static Data"
P-05785,assigned,"Teddy Prakasa","Jr. Bah Jaya No. 51, Kotamobagu 70041, Sumut","Generated Static Data"
P-05786,assigned,"Lintang Susanti M.Farm","Ki. Lembong No. 398, Tasikmalaya 41800, Jambi","Generated Static Data"
P-05787,assigned,"Eluh Wardi Rajasa","Jr. Teuku Umar No. 931, Tegal 98783, NTT","Generated Static Data"
P-05788,assigned,"Galang Sitorus","Jln. Sudiarto No. 942, Palembang 87378, Sulbar","Generated Static Data"
P-05789,assigned,"Bakiadi Banara Nashiruddin","Jr. Basuki Rahmat  No. 403, Parepare 54147, Maluku","Generated Static Data"
P-05790,assigned,"Balidin Simanjuntak","Ki. Baranang Siang No. 126, Ternate 17590, Bengkulu","Generated Static Data"
P-05791,assigned,"Salsabila Amelia Prastuti M.Kom.","Psr. S. Parman No. 615, Sorong 65093, Kalbar","Generated Static Data"
P-05792,assigned,"Upik Bahuwirya Hardiansyah","Kpg. Basoka Raya No. 497, Kediri 15093, Papua","Generated Static Data"
P-05793,assigned,"Koko Hutasoit S.Farm","Jln. Sutarto No. 796, Batu 62332, DIY","Generated Static Data"
P-05794,assigned,"Koko Sihotang","Kpg. Sugiono No. 776, Sukabumi 72161, Sultra","Generated Static Data"
P-05795,assigned,"Harjaya Kawaca Hidayanto S.Ked","Dk. Basoka No. 966, Sawahlunto 11037, Kaltara","Generated Static Data"
P-05796,assigned,"Zizi Jamalia Prastuti M.Pd","Psr. Juanda No. 467, Padangpanjang 61671, Jatim","Generated Static Data"
P-05797,assigned,"Gaman Prasetyo S.E.I","Dk. Basket No. 870, Singkawang 27223, Malut","Generated Static Data"
P-05798,assigned,"Darsirah Putra","Dk. Baranang No. 832, Bima 79780, Lampung","Generated Static Data"
P-05799,assigned,"Surya Tampubolon","Dk. Wahid Hasyim No. 608, Medan 19531, Kaltim","Generated Static Data"
P-05800,assigned,"Rafid Caraka Wahyudin S.Pd","Ki. Gambang No. 167, Bengkulu 48455, Jabar","Generated Static Data"
P-05801,assigned,"Setya Asman Sihombing","Kpg. Kusmanto No. 516, Tebing Tinggi 49471, DKI","Generated Static Data"
P-05802,assigned,"Nadine Mayasari","Dk. Sunaryo No. 386, Metro 42903, Gorontalo","Generated Static Data"
P-05803,assigned,"Halima Winarsih M.Kom.","Ki. Sutarto No. 630, Bengkulu 85191, Sultra","Generated Static Data"
P-05804,assigned,"Olivia Keisha Zulaika M.Pd","Ki. Bass No. 739, Pariaman 59593, Maluku","Generated Static Data"
P-05805,assigned,"Adiarja Narpati","Jln. Untung Suropati No. 572, Kediri 51381, Sultra","Generated Static Data"
P-05806,assigned,"Gandi Mangunsong S.Ked","Ds. Ciumbuleuit No. 974, Singkawang 70557, Babel","Generated Static Data"
P-05807,assigned,"Ganda Aditya Firgantoro","Jln. Pahlawan No. 88, Bontang 14477, Jatim","Generated Static Data"
P-05808,assigned,"Mahmud Wahyudin","Dk. Kyai Mojo No. 993, Tangerang 36060, Sulsel","Generated Static Data"
P-05809,assigned,"Pangestu Rajasa","Kpg. Bata Putih No. 638, Pangkal Pinang 86883, Jateng","Generated Static Data"
P-05810,assigned,"Ayu Tami Zulaika","Ds. Tangkuban Perahu No. 641, Bontang 12094, Sultra","Generated Static Data"
P-05811,assigned,"Ade Saptono","Dk. Ki Hajar Dewantara No. 37, Kediri 54825, Sulteng","Generated Static Data"
P-05812,assigned,"Bella Mandasari","Dk. Sumpah Pemuda No. 709, Blitar 32037, NTT","Generated Static Data"
P-05813,assigned,"Hartana Lulut Siregar","Ki. Sutarto No. 349, Langsa 98297, Kepri","Generated Static Data"
P-05814,assigned,"Kajen Permadi","Ki. Yosodipuro No. 451, Binjai 68424, Kalbar","Generated Static Data"
P-05815,assigned,"Halima Nasyiah M.Ak","Gg. Hang No. 248, Manado 52149, Sulteng","Generated Static Data"
P-05816,assigned,"Ulva Aryani","Jln. Bakhita No. 382, Bekasi 54507, Malut","Generated Static Data"
P-05817,assigned,"Mustika Putra","Ds. Pattimura No. 680, Yogyakarta 32845, Kepri","Generated Static Data"
P-05818,assigned,"Jane Lestari","Jr. Basudewo No. 379, Malang 25568, Jateng","Generated Static Data"
P-05819,assigned,"Bancar Heru Irawan S.Farm","Ki. Yohanes No. 128, Bontang 40901, Jateng","Generated Static Data"
P-05820,assigned,"Halima Nurdiyanti","Kpg. Pahlawan No. 67, Medan 87078, Sulbar","Generated Static Data"
P-05821,assigned,"Taufan Galih Wijaya","Dk. Ters. Jakarta No. 1, Cilegon 77316, Sumut","Generated Static Data"
P-05822,assigned,"Dasa Lurhur Sirait M.Farm","Psr. Suryo Pranoto No. 762, Gunungsitoli 42444, Lampung","Generated Static Data"
P-05823,assigned,"Viman Saptono","Gg. Thamrin No. 208, Pontianak 44087, Sumut","Generated Static Data"
P-05824,assigned,"Daliono Setiawan","Psr. Abdul. Muis No. 988, Sukabumi 84729, Gorontalo","Generated Static Data"
P-05825,assigned,"Wirda Suartini","Jr. Antapani Lama No. 826, Padang 77693, Bali","Generated Static Data"
P-05826,assigned,"Pia Fujiati","Ki. Imam No. 214, Jayapura 78392, Sultra","Generated Static Data"
P-05827,assigned,"Salimah Raina Widiastuti S.Pd","Dk. Baja No. 934, Surabaya 13834, Jateng","Generated Static Data"
P-05828,assigned,"Rahman Latupono","Kpg. Bhayangkara No. 229, Bandung 53652, Kalbar","Generated Static Data"
P-05829,assigned,"Ade Lailasari","Jr. Hayam Wuruk No. 515, Denpasar 81196, Riau","Generated Static Data"
P-05830,assigned,"Kemba Wibisono","Kpg. Baik No. 579, Mojokerto 62568, Kalbar","Generated Static Data"
P-05831,assigned,"Hari Hutagalung","Ki. Cikutra Timur No. 885, Denpasar 43533, Sulut","Generated Static Data"
P-05832,assigned,"Tania Sudiati S.H.","Dk. Abdullah No. 678, Pontianak 58955, Sulbar","Generated Static Data"
P-05833,assigned,"Edward Tarihoran","Jr. Banceng Pondok No. 873, Padangpanjang 80784, Lampung","Generated Static Data"
P-05834,assigned,"Melinda Malika Wijayanti","Jr. Ki Hajar Dewantara No. 721, Bengkulu 23279, DKI","Generated Static Data"
P-05835,assigned,"Alika Rahayu","Psr. Pasteur No. 648, Bandung 48017, Sulteng","Generated Static Data"
P-05836,assigned,"Perkasa Soleh Dongoran S.Ked","Gg. Teuku Umar No. 850, Surakarta 84542, Kalsel","Generated Static Data"
P-05837,assigned,"Cici Iriana Rahayu","Ds. Wora Wari No. 590, Lhokseumawe 88229, Kalteng","Generated Static Data"
P-05838,assigned,"Zelaya Ratna Nuraini S.Psi","Jr. Dr. Junjunan No. 290, Kotamobagu 63867, Pabar","Generated Static Data"
P-05839,assigned,"Zulaikha Suryatmi","Kpg. Pasirkoja No. 232, Padangpanjang 90806, Bali","Generated Static Data"
P-05840,assigned,"Sadina Sudiati","Psr. Sutarto No. 348, Surakarta 58613, DKI","Generated Static Data"
P-05841,assigned,"Gilda Fujiati S.Pt","Jr. Nakula No. 934, Pematangsiantar 20409, Sumbar","Generated Static Data"
P-05842,assigned,"Kajen Kuswoyo","Kpg. Tubagus Ismail No. 96, Tasikmalaya 58140, Riau","Generated Static Data"
P-05843,assigned,"Indah Maryati M.Pd","Ds. Laksamana No. 12, Tarakan 39774, Aceh","Generated Static Data"
P-05844,assigned,"Bakiman Olga Halim S.Ked","Kpg. Ir. H. Juanda No. 595, Cirebon 98984, Jambi","Generated Static Data"
P-05845,assigned,"Elisa Mila Fujiati","Kpg. Suprapto No. 798, Pariaman 15961, Riau","Generated Static Data"
P-05846,assigned,"Limar Pangestu","Gg. Baya Kali Bungur No. 550, Administrasi Jakarta Selatan 93047, DIY","Generated Static Data"
P-05847,assigned,"Cemplunk Simanjuntak","Ds. Bawal No. 300, Administrasi Jakarta Barat 32326, Kaltim","Generated Static Data"
P-05848,assigned,"Balamantri Edward Suwarno S.Psi","Dk. Sugiyopranoto No. 442, Binjai 55916, Babel","Generated Static Data"
P-05849,assigned,"Diah Zalindra Usamah","Gg. Ters. Jakarta No. 554, Cimahi 85423, Aceh","Generated Static Data"
P-05850,assigned,"Jamil Permadi","Kpg. Batako No. 566, Padangpanjang 88913, NTT","Generated Static Data"
P-05851,assigned,"Kala Waluyo","Psr. Rajawali No. 177, Administrasi Jakarta Barat 42011, Aceh","Generated Static Data"
P-05852,assigned,"Leo Luis Irawan S.Psi","Psr. Baung No. 787, Bau-Bau 85622, Sumbar","Generated Static Data"
P-05853,assigned,"Liman Enteng Narpati","Gg. Bak Air No. 815, Cirebon 81967, Sulteng","Generated Static Data"
P-05854,assigned,"Hendra Hakim S.Ked","Ds. Dipatiukur No. 443, Medan 12031, Sulteng","Generated Static Data"
P-05855,assigned,"Hafshah Purnawati","Dk. Gajah No. 896, Padang 21614, Bali","Generated Static Data"
P-05856,assigned,"Karta Santoso","Psr. Muwardi No. 348, Administrasi Jakarta Timur 71682, Babel","Generated Static Data"
P-05857,assigned,"Baktianto Saefullah S.Pt","Gg. Sampangan No. 45, Kendari 94629, Aceh","Generated Static Data"
P-05858,assigned,"Jamalia Novitasari","Jr. Teuku Umar No. 595, Pontianak 83031, Sulut","Generated Static Data"
P-05859,assigned,"Cemplunk Pradipta","Dk. Baiduri No. 134, Pekalongan 42961, Sulteng","Generated Static Data"
P-05860,assigned,"Violet Ulya Mardhiyah","Ki. Supomo No. 496, Malang 90847, Kepri","Generated Static Data"
P-05861,assigned,"Kala Danu Hidayanto S.Farm","Ki. Baja Raya No. 334, Banjar 27683, Sulut","Generated Static Data"
P-05862,assigned,"Panji Prabowo M.Farm","Kpg. Reksoninten No. 128, Tangerang Selatan 75734, Bengkulu","Generated Static Data"
P-05863,assigned,"Opung Rajata","Jln. Dahlia No. 136, Bitung 80534, Gorontalo","Generated Static Data"
P-05864,assigned,"Nardi Latupono S.T.","Ds. Wahidin Sudirohusodo No. 81, Sukabumi 82886, Sultra","Generated Static Data"
P-05865,assigned,"Respati Gangsar Marpaung","Kpg. Bara Tambar No. 108, Bandung 14154, NTB","Generated Static Data"
P-05866,assigned,"Jono Kuswoyo","Jr. Arifin No. 473, Subulussalam 13541, Kalsel","Generated Static Data"
P-05867,assigned,"Faizah Mandasari","Dk. Ujung No. 598, Gunungsitoli 19702, Kalsel","Generated Static Data"
P-05868,assigned,"Nadine Halimah S.H.","Kpg. Baik No. 515, Pagar Alam 89486, Bali","Generated Static Data"
